GEOID,NAME,label,top1,top2,top3,pop,pct_asn,pct_tot,metro
36061000800,"Census Tract 8, New York County, New York",Chinese,"7,353",94%,79%,7353,0.94,0.79,13
06073013310,"Census Tract 133.1, San Diego County, California",Filipino,"6,661",69%,23%,6661,0.69,0.23,20
36061000600,"Census Tract 6, New York County, New York",Chinese,"6,553",99%,60%,6553,0.99,0.6,13
34023001416,"Census Tract 14.16, Middlesex County, New Jersey",Asian Indian,"6,414",85%,69%,6414,0.85,0.69,13
48157673101,"Census Tract 6731.01, Fort Bend County, Texas",Asian Indian,"6,407",48%,10%,6407,0.48,0.1,8
17031841100,"Census Tract 8411, Cook County, Illinois",Chinese,"5,981",98%,88%,5981,0.98,0.88,6
15003008800,"Census Tract 88, Honolulu County, Hawaii",Filipino,"5,943",80%,61%,5943,0.8,0.61,25
15003008701,"Census Tract 87.01, Honolulu County, Hawaii",Filipino,"5,518",81%,63%,5518,0.81,0.63,25
36061001600,"Census Tract 16, New York County, New York",Chinese,"5,365",96%,74%,5365,0.96,0.74,13
15009031103,"Census Tract 311.03, Maui County, Hawaii",Filipino,"5,258",82%,54%,5258,0.82,0.54,9
48157674400,"Census Tract 6744, Fort Bend County, Texas",Asian Indian,"5,157",49%,29%,5157,0.49,0.29,8
15003006000,"Census Tract 60, Honolulu County, Hawaii",Filipino,"4,994",89%,72%,4994,0.89,0.72,25
48113014127,"Census Tract 141.27, Dallas County, Texas",Asian Indian,"4,980",86%,51%,4980,0.86,0.51,4
06073013313,"Census Tract 133.13, San Diego County, California",Filipino,"4,951",85%,31%,4951,0.85,0.31,20
06059088903,"Census Tract 889.03, Orange County, California",Vietnamese,"4,898",86%,55%,4898,0.86,0.55,11
06059088901,"Census Tract 889.01, Orange County, California",Vietnamese,"4,640",90%,65%,4640,0.9,0.65,11
36081088901,"Census Tract 889.01, Queens County, New York",Chinese,"4,627",76%,42%,4627,0.76,0.42,13
36081084900,"Census Tract 849, Queens County, New York",Chinese,"4,612",88%,65%,4612,0.88,0.65,13
48157673902,"Census Tract 6739.02, Fort Bend County, Texas",Asian Indian,"4,573",57%,39%,4573,0.57,0.39,8
36061004100,"Census Tract 41, New York County, New York",Chinese,"4,491",92%,53%,4491,0.92,0.53,13
36047010400,"Census Tract 104, Kings County, New York",Chinese,"4,414",96%,78%,4414,0.96,0.78,13
36081116300,"Census Tract 1163, Queens County, New York",Chinese,"4,372",69%,46%,4372,0.69,0.46,13
36061002900,"Census Tract 29, New York County, New York",Chinese,"4,358",91%,63%,4358,0.91,0.63,13
15003008617,"Census Tract 86.17, Honolulu County, Hawaii",Filipino,"4,339",69%,40%,4339,0.69,0.4,25
06059110605,"Census Tract 1106.05, Orange County, California",Korean,"4,288",88%,63%,4288,0.88,0.63,11
15003006402,"Census Tract 64.02, Honolulu County, Hawaii",Filipino,"4,111",79%,57%,4111,0.79,0.57,25
06059089001,"Census Tract 890.01, Orange County, California",Vietnamese,"4,032",94%,52%,4032,0.94,0.52,11
06075010700,"Census Tract 107, San Francisco County, California",Chinese,"4,013",96%,73%,4013,0.96,0.73,21
15003008402,"Census Tract 84.02, Honolulu County, Hawaii",Filipino,"3,994",88%,49%,3994,0.88,0.49,25
36081083700,"Census Tract 837, Queens County, New York",Chinese,"3,987",88%,71%,3987,0.88,0.71,13
48157672900,"Census Tract 6729, Fort Bend County, Texas",Asian Indian,"3,925",29%,8%,3925,0.29,0.08,8
06037481401,"Census Tract 4814.01, Los Angeles County, California",Chinese,"3,899",77%,61%,3899,0.77,0.61,11
06059001704,"Census Tract 17.04, Orange County, California",Korean,"3,896",79%,50%,3896,0.79,0.5,11
06085504901,"Census Tract 5049.01, Santa Clara County, California",Asian Indian,"3,878",59%,37%,3878,0.59,0.37,22
06075061100,"Census Tract 611, San Francisco County, California",Chinese,"3,847",92%,84%,3847,0.92,0.84,21
36047010600,"Census Tract 106, Kings County, New York",Chinese,"3,835",98%,79%,3835,0.98,0.79,13
06059088905,"Census Tract 889.05, Orange County, California",Vietnamese,"3,831",95%,70%,3831,0.95,0.7,11
34023001506,"Census Tract 15.06, Middlesex County, New Jersey",Asian Indian,"3,810",91%,66%,3810,0.91,0.66,13
06075035300,"Census Tract 353, San Francisco County, California",Chinese,"3,787",81%,50%,3787,0.81,0.5,21
06059052418,"Census Tract 524.18, Orange County, California",Chinese,"3,753",36%,19%,3753,0.36,0.19,11
06075035100,"Census Tract 351, San Francisco County, California",Chinese,"3,739",74%,41%,3739,0.74,0.41,21
06037481402,"Census Tract 4814.02, Los Angeles County, California",Chinese,"3,714",74%,51%,3714,0.74,0.51,11
36081085300,"Census Tract 853, Queens County, New York",Chinese,"3,706",83%,73%,3706,0.83,0.73,13
06059099702,"Census Tract 997.02, Orange County, California",Vietnamese,"3,697",89%,45%,3697,0.89,0.45,11
36081086300,"Census Tract 863, Queens County, New York",Chinese,"3,649",68%,54%,3649,0.68,0.54,13
06075033000,"Census Tract 330, San Francisco County, California",Chinese,"3,632",77%,43%,3632,0.77,0.43,21
06037432000,"Census Tract 4320, Los Angeles County, California",Chinese,"3,629",74%,45%,3629,0.74,0.45,11
06059088904,"Census Tract 889.04, Orange County, California",Vietnamese,"3,609",82%,63%,3609,0.82,0.63,11
34023008503,"Census Tract 85.03, Middlesex County, New Jersey",Asian Indian,"3,591",79%,39%,3591,0.79,0.39,13
36061001800,"Census Tract 18, New York County, New York",Chinese,"3,584",85%,45%,3584,0.85,0.45,13
06059099701,"Census Tract 997.01, Orange County, California",Vietnamese,"3,582",90%,58%,3582,0.9,0.58,11
06085505006,"Census Tract 5050.06, Santa Clara County, California",Asian Indian,"3,542",62%,38%,3542,0.62,0.38,22
06001441925,"Census Tract 4419.25, Alameda County, California",Asian Indian,"3,526",74%,51%,3526,0.74,0.51,21
51107611900,"Census Tract 6119, Loudoun County, Virginia",Asian Indian,"3,481",68%,34%,3481,0.68,0.34,26
36047010200,"Census Tract 102, Kings County, New York",Chinese,"3,443",98%,68%,3443,0.98,0.68,13
53033023201,"Census Tract 232.01, King County, Washington",Asian Indian,"3,443",82%,50%,3443,0.82,0.5,23
15003008702,"Census Tract 87.02, Honolulu County, Hawaii",Filipino,"3,440",83%,58%,3440,0.83,0.58,25
15003006802,"Census Tract 68.02, Honolulu County, Hawaii",Filipino,"3,435",80%,42%,3435,0.8,0.42,25
36047010000,"Census Tract 100, Kings County, New York",Chinese,"3,406",94%,53%,3406,0.94,0.53,13
48201453900,"Census Tract 4539, Harris County, Texas",Vietnamese,"3,396",69%,31%,3396,0.69,0.31,8
06075023001,"Census Tract 230.01, San Francisco County, California",Chinese,"3,395",87%,66%,3395,0.87,0.66,21
06085503214,"Census Tract 5032.14, Santa Clara County, California",Vietnamese,"3,353",75%,38%,3353,0.75,0.38,22
06059001707,"Census Tract 17.07, Orange County, California",Korean,"3,321",69%,44%,3321,0.69,0.44,11
34017007700,"Census Tract 77, Hudson County, New Jersey",Asian Indian,"3,309",48%,33%,3309,0.48,0.33,13
36081079702,"Census Tract 797.02, Queens County, New York",Chinese,"3,304",83%,68%,3304,0.83,0.68,13
06085508503,"Census Tract 5085.03, Santa Clara County, California",Asian Indian,"3,300",69%,44%,3300,0.69,0.44,22
48039660602,"Census Tract 6606.02, Brazoria County, Texas",Filipino,"3,296",40%,8%,3296,0.4,0.08,8
48201452700,"Census Tract 4527, Harris County, Texas",Vietnamese,"3,296",68%,25%,3296,0.68,0.25,8
06073013314,"Census Tract 133.14, San Diego County, California",Filipino,"3,295",80%,16%,3295,0.8,0.16,20
06059088702,"Census Tract 887.02, Orange County, California",Vietnamese,"3,283",84%,51%,3283,0.84,0.51,11
06037481712,"Census Tract 4817.12, Los Angeles County, California",Chinese,"3,280",73%,59%,3280,0.73,0.59,11
15003008924,"Census Tract 89.24, Honolulu County, Hawaii",Filipino,"3,268",70%,44%,3268,0.7,0.44,25
06037408703,"Census Tract 4087.03, Los Angeles County, California",Chinese,"3,267",59%,50%,3267,0.59,0.5,11
15003008302,"Census Tract 83.02, Honolulu County, Hawaii",Filipino,"3,267",80%,47%,3267,0.8,0.47,25
15009031405,"Census Tract 314.05, Maui County, Hawaii",Filipino,"3,267",91%,51%,3267,0.91,0.51,9
34023000502,"Census Tract 5.02, Middlesex County, New Jersey",Asian Indian,"3,258",85%,49%,3258,0.85,0.49,13
06075026100,"Census Tract 261, San Francisco County, California",Chinese,"3,254",74%,45%,3254,0.74,0.45,21
06037543501,"Census Tract 5435.01, Los Angeles County, California",Filipino,"3,253",88%,47%,3253,0.88,0.47,11
06075031201,"Census Tract 312.01, San Francisco County, California",Chinese,"3,253",75%,44%,3253,0.75,0.44,21
15003005600,"Census Tract 56, Honolulu County, Hawaii",Filipino,"3,247",57%,45%,3247,0.57,0.45,25
06001450751,"Census Tract 4507.51, Alameda County, California",Asian Indian,"3,232",54%,36%,3232,0.54,0.36,21
36047009400,"Census Tract 94, Kings County, New York",Chinese,"3,191",90%,59%,3191,0.9,0.59,13
34023001414,"Census Tract 14.14, Middlesex County, New Jersey",Asian Indian,"3,183",76%,56%,3183,0.76,0.56,13
36047021200,"Census Tract 212, Kings County, New York",Chinese,"3,180",98%,65%,3180,0.98,0.65,13
06037431700,"Census Tract 4317, Los Angeles County, California",Chinese,"3,160",79%,53%,3160,0.79,0.53,11
06059088801,"Census Tract 888.01, Orange County, California",Vietnamese,"3,149",74%,41%,3149,0.74,0.41,11
34023002500,"Census Tract 25, Middlesex County, New Jersey",Asian Indian,"3,148",75%,45%,3148,0.75,0.45,13
06059052420,"Census Tract 524.20, Orange County, California",Korean,"3,141",25%,13%,3141,0.25,0.13,11
36081122701,"Census Tract 1227.01, Queens County, New York",Chinese,"3,139",82%,26%,3139,0.82,0.26,13
06075032700,"Census Tract 327, San Francisco County, California",Chinese,"3,137",81%,43%,3137,0.81,0.43,21
34023001504,"Census Tract 15.04, Middlesex County, New Jersey",Asian Indian,"3,107",81%,52%,3107,0.81,0.52,13
36081085900,"Census Tract 859, Queens County, New York",Chinese,"3,096",82%,58%,3096,0.82,0.58,13
36047009800,"Census Tract 98, Kings County, New York",Chinese,"3,079",99%,42%,3079,0.99,0.42,13
34023008604,"Census Tract 86.04, Middlesex County, New Jersey",Asian Indian,"3,066",85%,53%,3066,0.85,0.53,13
48113014311,"Census Tract 143.11, Dallas County, Texas",Asian Indian,"3,039",87%,59%,3039,0.87,0.59,4
06085508504,"Census Tract 5085.04, Santa Clara County, California",Asian Indian,"3,030",60%,34%,3030,0.6,0.34,22
15003009100,"Census Tract 91, Honolulu County, Hawaii",Filipino,"3,030",90%,58%,3030,0.9,0.58,25
06081600800,"Census Tract 6008, San Mateo County, California",Filipino,"3,027",77%,42%,3027,0.77,0.42,21
06077005206,"Census Tract 52.06, San Joaquin County, California",Asian Indian,"3,025",42%,14%,3025,0.42,0.14,24
34023003002,"Census Tract 30.02, Middlesex County, New Jersey",Asian Indian,"3,022",82%,49%,3022,0.82,0.49,13
53033022801,"Census Tract 228.01, King County, Washington",Asian Indian,"3,006",70%,34%,3006,0.7,0.34,23
06081601605,"Census Tract 6016.05, San Mateo County, California",Filipino,"3,005",65%,49%,3005,0.65,0.49,21
06073010014,"Census Tract 100.14, San Diego County, California",Filipino,"2,970",81%,15%,2970,0.81,0.15,20
06085503330,"Census Tract 5033.30, Santa Clara County, California",Asian Indian,"2,969",43%,34%,2969,0.43,0.34,22
06037481711,"Census Tract 4817.11, Los Angeles County, California",Chinese,"2,966",83%,70%,2966,0.83,0.7,11
36081157101,"Census Tract 1571.01, Queens County, New York",Asian Indian,"2,964",63%,35%,2964,0.63,0.35,13
06081602600,"Census Tract 6026, San Mateo County, California",Filipino,"2,963",49%,37%,2963,0.49,0.37,21
06081600500,"Census Tract 6005, San Mateo County, California",Filipino,"2,962",59%,36%,2962,0.59,0.36,21
06001441923,"Census Tract 4419.23, Alameda County, California",Asian Indian,"2,942",71%,45%,2942,0.71,0.45,21
15003008606,"Census Tract 86.06, Honolulu County, Hawaii",Filipino,"2,930",62%,24%,2930,0.62,0.24,25
06073003113,"Census Tract 31.13, San Diego County, California",Filipino,"2,928",92%,55%,2928,0.92,0.55,20
06037482202,"Census Tract 4822.02, Los Angeles County, California",Chinese,"2,925",76%,58%,2925,0.76,0.58,11
53033032329,"Census Tract 323.29, King County, Washington",Asian Indian,"2,916",69%,32%,2916,0.69,0.32,23
17031600400,"Census Tract 6004, Cook County, Illinois",Chinese,"2,904",95%,63%,2904,0.95,0.63,6
48113014129,"Census Tract 141.29, Dallas County, Texas",Asian Indian,"2,904",83%,55%,2904,0.83,0.55,4
36081085700,"Census Tract 857, Queens County, New York",Chinese,"2,898",74%,54%,2898,0.74,0.54,13
36081084500,"Census Tract 845, Queens County, New York",Chinese,"2,897",82%,55%,2897,0.82,0.55,13
06059099203,"Census Tract 992.03, Orange County, California",Vietnamese,"2,889",87%,45%,2889,0.87,0.45,11
06001441503,"Census Tract 4415.03, Alameda County, California",Asian Indian,"2,887",53%,43%,2887,0.53,0.43,21
48157673800,"Census Tract 6738, Fort Bend County, Texas",Asian Indian,"2,880",63%,29%,2880,0.63,0.29,8
15003006100,"Census Tract 61, Honolulu County, Hawaii",Filipino,"2,871",82%,63%,2871,0.82,0.63,25
17031806003,"Census Tract 8060.03, Cook County, Illinois",Asian Indian,"2,867",81%,37%,2867,0.81,0.37,6
06037430801,"Census Tract 4308.01, Los Angeles County, California",Chinese,"2,850",60%,40%,2850,0.6,0.4,11
06037431800,"Census Tract 4318, Los Angeles County, California",Chinese,"2,845",70%,48%,2845,0.7,0.48,11
06037482600,"Census Tract 4826, Los Angeles County, California",Chinese,"2,843",59%,42%,2843,0.59,0.42,11
06075032901,"Census Tract 329.01, San Francisco County, California",Chinese,"2,826",79%,48%,2826,0.79,0.48,21
06075026200,"Census Tract 262, San Francisco County, California",Chinese,"2,813",53%,36%,2813,0.53,0.36,21
06037464200,"Census Tract 4642, Los Angeles County, California",Chinese,"2,801",77%,47%,2801,0.77,0.47,11
06001441924,"Census Tract 4419.24, Alameda County, California",Asian Indian,"2,792",60%,35%,2792,0.6,0.35,21
06075031400,"Census Tract 314, San Francisco County, California",Chinese,"2,792",74%,40%,2792,0.74,0.4,21
36047010800,"Census Tract 108, Kings County, New York",Chinese,"2,778",89%,65%,2778,0.89,0.65,13
25021417200,"Census Tract 4172, Norfolk County, Massachusetts",Chinese,"2,776",82%,35%,2776,0.82,0.35,2
15003008925,"Census Tract 89.25, Honolulu County, Hawaii",Filipino,"2,773",71%,40%,2773,0.71,0.4,25
48113014137,"Census Tract 141.37, Dallas County, Texas",Asian Indian,"2,765",82%,44%,2765,0.82,0.44,4
15003008913,"Census Tract 89.13, Honolulu County, Hawaii",Filipino,"2,763",78%,62%,2763,0.78,0.62,25
06081601400,"Census Tract 6014, San Mateo County, California",Filipino,"2,754",56%,37%,2754,0.56,0.37,21
06059052525,"Census Tract 525.25, Orange County, California",Korean,"2,751",32%,16%,2751,0.32,0.16,11
36081085500,"Census Tract 855, Queens County, New York",Chinese,"2,747",64%,42%,2747,0.64,0.42,13
06085507806,"Census Tract 5078.06, Santa Clara County, California",Asian Indian,"2,746",60%,47%,2746,0.6,0.47,22
25025070200,"Census Tract 702, Suffolk County, Massachusetts",Chinese,"2,731",84%,50%,2731,0.84,0.5,2
34023008202,"Census Tract 82.02, Middlesex County, New Jersey",Asian Indian,"2,728",76%,21%,2728,0.76,0.21,13
06059099803,"Census Tract 998.03, Orange County, California",Vietnamese,"2,726",92%,51%,2726,0.92,0.51,11
36047030200,"Census Tract 302, Kings County, New York",Chinese,"2,726",94%,57%,2726,0.94,0.57,13
34017005900,"Census Tract 59, Hudson County, New Jersey",Filipino,"2,712",74%,35%,2712,0.74,0.35,13
48201350100,"Census Tract 3501, Harris County, Texas",Vietnamese,"2,707",73%,17%,2707,0.73,0.17,8
06037543306,"Census Tract 5433.06, Los Angeles County, California",Filipino,"2,699",93%,35%,2699,0.93,0.35,11
51107611021,"Census Tract 6110.21, Loudoun County, Virginia",Asian Indian,"2,692",77%,33%,2692,0.77,0.33,26
36081049900,"Census Tract 499, Queens County, New York",Chinese,"2,691",72%,49%,2691,0.72,0.49,13
34017000902,"Census Tract 9.02, Hudson County, New Jersey",Asian Indian,"2,682",81%,44%,2682,0.81,0.44,13
06059099222,"Census Tract 992.22, Orange County, California",Vietnamese,"2,675",78%,49%,2675,0.78,0.49,11
06075035400,"Census Tract 354, San Francisco County, California",Chinese,"2,664",75%,38%,2664,0.75,0.38,21
06081601300,"Census Tract 6013, San Mateo County, California",Filipino,"2,658",68%,31%,2658,0.68,0.31,21
06001440335,"Census Tract 4403.35, Alameda County, California",Asian Indian,"2,657",61%,38%,2657,0.61,0.38,21
15003006201,"Census Tract 62.01, Honolulu County, Hawaii",Filipino,"2,656",73%,43%,2656,0.73,0.43,25
06001450743,"Census Tract 4507.43, Alameda County, California",Asian Indian,"2,651",71%,41%,2651,0.71,0.41,21
06075060700,"Census Tract 607, San Francisco County, California",Chinese,"2,651",57%,23%,2651,0.57,0.23,21
06037543802,"Census Tract 5438.02, Los Angeles County, California",Filipino,"2,638",89%,40%,2638,0.89,0.4,11
36047059401,"Census Tract 594.01, Kings County, New York",Chinese,"2,623",87%,32%,2623,0.87,0.32,13
34003041301,"Census Tract 413.01, Bergen County, New Jersey",Korean,"2,620",86%,46%,2620,0.86,0.46,13
06037430803,"Census Tract 4308.03, Los Angeles County, California",Chinese,"2,608",78%,48%,2608,0.78,0.48,11
06001403000,"Census Tract 4030, Alameda County, California",Chinese,"2,606",96%,80%,2606,0.96,0.8,21
36047009200,"Census Tract 92, Kings County, New York",Chinese,"2,601",87%,46%,2601,0.87,0.46,13
06075035201,"Census Tract 352.01, San Francisco County, California",Chinese,"2,585",76%,42%,2585,0.76,0.42,21
06001442200,"Census Tract 4422, Alameda County, California",Chinese,"2,584",53%,36%,2584,0.53,0.36,21
36047011600,"Census Tract 116, Kings County, New York",Chinese,"2,578",91%,70%,2578,0.91,0.7,13
06059099202,"Census Tract 992.02, Orange County, California",Vietnamese,"2,573",78%,31%,2573,0.78,0.31,11
06085507500,"Census Tract 5075, Santa Clara County, California",Chinese,"2,570",62%,43%,2570,0.62,0.43,22
15003008007,"Census Tract 80.07, Honolulu County, Hawaii",Japanese,"2,569",66%,44%,2569,0.66,0.44,25
06059099904,"Census Tract 999.04, Orange County, California",Vietnamese,"2,567",86%,39%,2567,0.86,0.39,11
34023006203,"Census Tract 62.03, Middlesex County, New Jersey",Asian Indian,"2,561",78%,27%,2561,0.78,0.27,13
15003008914,"Census Tract 89.14, Honolulu County, Hawaii",Filipino,"2,555",86%,47%,2555,0.86,0.47,25
06013355200,"Census Tract 3552, Contra Costa County, California",Filipino,"2,553",59%,24%,2553,0.59,0.24,21
06013355117,"Census Tract 3551.17, Contra Costa County, California",Asian Indian,"2,545",48%,35%,2545,0.48,0.35,21
06085503315,"Census Tract 5033.15, Santa Clara County, California",Vietnamese,"2,533",60%,29%,2533,0.6,0.29,22
06059099601,"Census Tract 996.01, Orange County, California",Vietnamese,"2,524",88%,35%,2524,0.88,0.35,11
17197880312,"Census Tract 8803.12, Will County, Illinois",Asian Indian,"2,501",75%,23%,2501,0.75,0.23,6
06059110604,"Census Tract 1106.04, Orange County, California",Korean,"2,497",63%,33%,2497,0.63,0.33,11
06075032902,"Census Tract 329.02, San Francisco County, California",Chinese,"2,491",82%,56%,2491,0.82,0.56,21
06037481606,"Census Tract 4816.06, Los Angeles County, California",Chinese,"2,489",75%,48%,2489,0.75,0.48,11
34023002603,"Census Tract 26.03, Middlesex County, New Jersey",Asian Indian,"2,484",80%,46%,2484,0.8,0.46,13
06085508703,"Census Tract 5087.03, Santa Clara County, California",Asian Indian,"2,483",59%,32%,2483,0.59,0.32,22
06059062614,"Census Tract 626.14, Orange County, California",Chinese,"2,477",42%,14%,2477,0.42,0.14,11
36081079701,"Census Tract 797.01, Queens County, New York",Chinese,"2,476",44%,35%,2476,0.44,0.35,13
06085503213,"Census Tract 5032.13, Santa Clara County, California",Vietnamese,"2,473",89%,50%,2473,0.89,0.5,22
06059099204,"Census Tract 992.04, Orange County, California",Vietnamese,"2,467",84%,55%,2467,0.84,0.55,11
06037482201,"Census Tract 4822.01, Los Angeles County, California",Chinese,"2,446",83%,63%,2446,0.83,0.63,11
06077003500,"Census Tract 35, San Joaquin County, California",Filipino,"2,446",27%,11%,2446,0.27,0.11,24
06081600700,"Census Tract 6007, San Mateo County, California",Filipino,"2,441",57%,32%,2441,0.57,0.32,21
06085506203,"Census Tract 5062.03, Santa Clara County, California",Asian Indian,"2,441",55%,37%,2441,0.55,0.37,22
06085505401,"Census Tract 5054.01, Santa Clara County, California",Asian Indian,"2,440",60%,37%,2440,0.6,0.37,22
36081047900,"Census Tract 479, Queens County, New York",Chinese,"2,440",61%,46%,2440,0.61,0.46,13
36081086500,"Census Tract 865, Queens County, New York",Chinese,"2,438",69%,54%,2438,0.69,0.54,13
34003041100,"Census Tract 411, Bergen County, New Jersey",Korean,"2,427",83%,41%,2427,0.83,0.41,13
48085031660,"Census Tract 316.60, Collin County, Texas",Asian Indian,"2,423",84%,47%,2423,0.84,0.47,4
34003041200,"Census Tract 412, Bergen County, New Jersey",Korean,"2,418",81%,53%,2418,0.81,0.53,13
06075026302,"Census Tract 263.02, San Francisco County, California",Chinese,"2,417",82%,47%,2417,0.82,0.47,21
06037503703,"Census Tract 5037.03, Los Angeles County, California",Korean,"2,408",65%,30%,2408,0.65,0.3,11
06075061500,"Census Tract 615, San Francisco County, California",Chinese,"2,400",45%,17%,2400,0.45,0.17,21
06085504504,"Census Tract 5045.04, Santa Clara County, California",Asian Indian,"2,398",40%,26%,2398,0.4,0.26,22
25025092101,"Census Tract 921.01, Suffolk County, Massachusetts",Vietnamese,"2,398",97%,34%,2398,0.97,0.34,2
36061002500,"Census Tract 25, New York County, New York",Chinese,"2,397",99%,46%,2397,0.99,0.46,13
06085508101,"Census Tract 5081.01, Santa Clara County, California",Asian Indian,"2,394",50%,35%,2394,0.5,0.35,22
48439111547,"Census Tract 1115.47, Tarrant County, Texas",Vietnamese,"2,393",86%,12%,2393,0.86,0.12,4
06059088802,"Census Tract 888.02, Orange County, California",Vietnamese,"2,386",88%,44%,2386,0.88,0.44,11
13089021215,"Census Tract 212.15, DeKalb County, Georgia",Asian Indian,"2,384",82%,38%,2384,0.82,0.38,1
34023000606,"Census Tract 6.06, Middlesex County, New Jersey",Asian Indian,"2,383",66%,33%,2383,0.66,0.33,13
13121010122,"Census Tract 101.22, Fulton County, Georgia",Asian Indian,"2,383",84%,36%,2383,0.84,0.36,1
06059099223,"Census Tract 992.23, Orange County, California",Vietnamese,"2,378",84%,50%,2378,0.84,0.5,11
06037482303,"Census Tract 4823.03, Los Angeles County, California",Chinese,"2,376",66%,40%,2376,0.66,0.4,11
15003006701,"Census Tract 67.01, Honolulu County, Hawaii",Japanese,"2,375",65%,40%,2375,0.65,0.4,25
34003045100,"Census Tract 451, Bergen County, New Jersey",Korean,"2,372",91%,27%,2372,0.91,0.27,13
34023008800,"Census Tract 88, Middlesex County, New Jersey",Chinese,"2,361",45%,19%,2361,0.45,0.19,13
06037482101,"Census Tract 4821.01, Los Angeles County, California",Chinese,"2,358",74%,50%,2358,0.74,0.5,11
06073008333,"Census Tract 83.33, San Diego County, California",Chinese,"2,356",44%,15%,2356,0.44,0.15,20
36047049100,"Census Tract 491, Kings County, New York",Chinese,"2,347",96%,35%,2347,0.96,0.35,13
15003006500,"Census Tract 65, Honolulu County, Hawaii",Filipino,"2,336",76%,50%,2336,0.76,0.5,25
06037543604,"Census Tract 5436.04, Los Angeles County, California",Filipino,"2,333",93%,42%,2333,0.93,0.42,11
06059088701,"Census Tract 887.01, Orange County, California",Vietnamese,"2,333",81%,38%,2333,0.81,0.38,11
06037430802,"Census Tract 4308.02, Los Angeles County, California",Chinese,"2,331",73%,54%,2331,0.73,0.54,11
06037480012,"Census Tract 4800.12, Los Angeles County, California",Chinese,"2,331",75%,46%,2331,0.75,0.46,11
51107611025,"Census Tract 6110.25, Loudoun County, Virginia",Asian Indian,"2,330",67%,18%,2330,0.67,0.18,26
06073003109,"Census Tract 31.09, San Diego County, California",Filipino,"2,329",91%,65%,2329,0.91,0.65,20
06059088601,"Census Tract 886.01, Orange County, California",Vietnamese,"2,325",75%,36%,2325,0.75,0.36,11
48157674501,"Census Tract 6745.01, Fort Bend County, Texas",Asian Indian,"2,322",58%,20%,2322,0.58,0.2,8
06059088302,"Census Tract 883.02, Orange County, California",Vietnamese,"2,321",77%,36%,2321,0.77,0.36,11
51059482501,"Census Tract 4825.01, Fairfax County, Virginia",Asian Indian,"2,321",66%,24%,2321,0.66,0.24,26
36081084000,"Census Tract 840, Queens County, New York",Asian Indian,"2,320",95%,36%,2320,0.95,0.36,13
06037481500,"Census Tract 4815, Los Angeles County, California",Chinese,"2,313",70%,51%,2313,0.7,0.51,11
06075031302,"Census Tract 313.02, San Francisco County, California",Chinese,"2,310",63%,37%,2310,0.63,0.37,21
06059088902,"Census Tract 889.02, Orange County, California",Vietnamese,"2,307",91%,53%,2307,0.91,0.53,11
06037464100,"Census Tract 4641, Los Angeles County, California",Chinese,"2,303",66%,31%,2303,0.66,0.31,11
06081601502,"Census Tract 6015.02, San Mateo County, California",Filipino,"2,298",77%,42%,2298,0.77,0.42,21
06059099802,"Census Tract 998.02, Orange County, California",Vietnamese,"2,296",92%,45%,2296,0.92,0.45,11
48201452500,"Census Tract 4525, Harris County, Texas",Vietnamese,"2,296",90%,26%,2296,0.9,0.26,8
36081121500,"Census Tract 1215, Queens County, New York",Chinese,"2,294",80%,50%,2294,0.8,0.5,13
17031804711,"Census Tract 8047.11, Cook County, Illinois",Asian Indian,"2,290",74%,28%,2290,0.74,0.28,6
06037408211,"Census Tract 4082.11, Los Angeles County, California",Chinese,"2,289",66%,38%,2289,0.66,0.38,11
34003041302,"Census Tract 413.02, Bergen County, New Jersey",Korean,"2,287",81%,51%,2287,0.81,0.51,13
06037403324,"Census Tract 4033.24, Los Angeles County, California",Chinese,"2,284",51%,32%,2284,0.51,0.32,11
06013355114,"Census Tract 3551.14, Contra Costa County, California",Asian Indian,"2,279",41%,20%,2279,0.41,0.2,21
36081080301,"Census Tract 803.01, Queens County, New York",Chinese,"2,279",87%,50%,2279,0.87,0.5,13
36047012200,"Census Tract 122, Kings County, New York",Chinese,"2,276",93%,38%,2276,0.93,0.38,13
06059052417,"Census Tract 524.17, Orange County, California",Chinese,"2,271",42%,21%,2271,0.42,0.21,11
06037300600,"Census Tract 3006, Los Angeles County, California",Korean,"2,270",72%,24%,2270,0.72,0.24,11
06037408628,"Census Tract 4086.28, Los Angeles County, California",Chinese,"2,268",62%,42%,2268,0.62,0.42,11
34023008208,"Census Tract 82.08, Middlesex County, New Jersey",Asian Indian,"2,268",66%,18%,2268,0.66,0.18,13
06037432102,"Census Tract 4321.02, Los Angeles County, California",Chinese,"2,267",67%,39%,2267,0.67,0.39,11
06059099801,"Census Tract 998.01, Orange County, California",Vietnamese,"2,265",87%,39%,2265,0.87,0.39,11
06085507905,"Census Tract 5079.05, Santa Clara County, California",Chinese,"2,265",48%,36%,2265,0.48,0.36,22
25021417502,"Census Tract 4175.02, Norfolk County, Massachusetts",Chinese,"2,258",87%,49%,2258,0.87,0.49,2
06073017030,"Census Tract 170.30, San Diego County, California",Chinese,"2,257",31%,10%,2257,0.31,0.1,20
13121011614,"Census Tract 116.14, Fulton County, Georgia",Asian Indian,"2,254",80%,16%,2254,0.8,0.16,1
06037403403,"Census Tract 4034.03, Los Angeles County, California",Chinese,"2,251",64%,46%,2251,0.64,0.46,11
